rep,year,date,mdy,season,day,survey,microhabitat,family,species,migratory_class,guild,behavior_simple
1,2019,2019-08-14,8.14.17,summer,14,27,cactus,unknown,Unknown Passerine,unknown,unknown,mating behaviors
2,2019,2019-08-14,8.14.17,summer,14,27,open,Troglodytidae,Cactus Wren,resident,omnivore,movement
3,2019,2019-05-01,5.1.10,spring,1,1,open,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
3,2019,2019-08-14,8.14.17,summer,14,27,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
4,2019,2019-08-14,8.14.17,summer,14,27,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
4,2019,2019-05-01,5.1.10,spring,1,1,open,Columbidae,Mourning Dove,resident,granivore,perching
5,2019,2019-05-01,5.1.10,spring,1,1,cactus,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
5,2019,2019-08-14,8.14.17,summer,14,27,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
6,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
6,2019,2019-05-01,5.1.10,spring,1,1,cactus,Ptiliogonatidae,Phainopepla,resident,frugivore,mating behaviors
7,2019,2019-05-01,5.1.10,spring,1,1,cactus,Fringillidae,House Finch,resident,frugivore,perching
8,2019,2019-05-01,5.1.10,spring,1,1,open,Unknown,Unknown,unknown,Unknown,movement
8,2019,2019-08-14,8.14.17,summer,14,27,shrub,Tyrannidae,Western Kingbird,summer resident,insectivore,cleaning
9,2019,2019-05-01,5.1.10,spring,1,1,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
9,2019,2019-08-14,8.14.17,summer,14,27,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
10,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
11,2019,2019-05-01,5.1.10,spring,1,1,shrub,Unknown,Unknown,unknown,Unknown,movement
11,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
12,2019,2019-05-01,5.1.10,spring,1,1,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
12,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
13,2019,2019-05-01,5.1.10,spring,1,1,cactus,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,feeding
13,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
14,2019,2019-05-01,5.1.10,spring,1,1,shrub,Mimidae,Northern Mockingbird,resident,frugivore,perching
14,2019,2019-08-14,8.14.17,summer,14,27,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
15,2019,2019-08-15,8.15.9,summer,15,28,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
15,2019,2019-05-01,5.1.10,spring,1,1,open,Unknown,Unknown,unknown,Unknown,perching
16,2019,2019-05-01,5.1.10,spring,1,1,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
16,2019,2019-08-15,8.15.9,summer,15,28,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
17,2019,2019-05-01,5.1.10,spring,1,1,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
17,2019,2019-08-15,8.15.9,summer,15,28,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
18,2019,2019-05-01,5.1.10,spring,1,1,open,Columbidae,Mourning Dove,resident,granivore,mating behaviors
18,2019,2019-08-15,8.15.9,summer,15,28,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
19,2019,2019-08-15,8.15.9,summer,15,28,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,movement
20,2019,2019-08-15,8.15.9,summer,15,28,open,Laniidae,Loggerhead Shrike,resident,carnivore,movement
21,2019,2019-05-01,5.1.10,spring,1,1,open,Columbidae,Mourning Dove,resident,granivore,movement
21,2019,2019-08-15,8.15.9,summer,15,28,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
23,2019,2019-05-01,5.1.10,spring,1,1,cactus,Mimidae,Northern Mockingbird,resident,omnivore,mating behaviors
24,2019,2019-05-01,5.1.10,spring,1,1,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
24,2019,2019-08-15,8.15.9,summer,15,28,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
25,2019,2019-05-01,5.1.10,spring,1,1,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
25,2019,2019-08-15,8.15.9,summer,15,28,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
26,2019,2019-05-01,5.1.10,spring,1,1,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
26,2019,2019-08-15,8.15.9,summer,15,28,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
27,2019,2019-05-01,5.1.10,spring,1,1,open,Unknown,Unknown,unknown,Unknown,perching
27,2019,2019-08-15,8.15.9,summer,15,28,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
28,2019,2019-08-15,8.15.9,summer,15,28,shrub,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
29,2019,2019-05-01,5.1.10,spring,1,1,cactus,Mimidae,Northern Mockingbird,resident,omnivore,movement
32,2019,2019-05-01,5.1.10,spring,1,1,cactus,Unknown,Unknown,unknown,Unknown,movement
33,2019,2019-05-01,5.1.10,spring,1,1,cactus,Unknown,Unknown,unknown,Unknown,movement
33,2019,2019-08-15,8.15.9,summer,15,28,shrub,Remezidae,Verdin,resident,insectivore,movement
34,2019,2019-08-15,8.15.9,summer,15,28,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
35,2019,2019-05-01,5.1.10,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,perching
36,2019,2019-05-01,5.1.10,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,perching
37,2019,2019-05-01,5.1.10,spring,1,1,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,perching
37,2019,2019-08-15,8.15.9,summer,15,28,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
38,2019,2019-05-01,5.1.10,spring,1,1,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
39,2019,2019-05-01,5.1.10,spring,1,1,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,perching
39,2019,2019-08-15,8.15.18,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
40,2019,2019-08-15,8.15.18,summer,15,29,cactus,Icteridae,Scott's Oriole,summer resident,omnivore,feeding
41,2019,2019-05-01,5.1.14,spring,1,2,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
41,2019,2019-08-15,8.15.18,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
42,2019,2019-08-15,8.15.18,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,movement
43,2019,2019-08-15,8.15.18,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,movement
44,2019,2019-08-15,8.15.18,summer,15,29,cactus,Remezidae,Verdin,resident,insectivore,movement
45,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
45,2019,2019-08-15,8.15.18,summer,15,29,cactus,Fringillidae,House Finch,resident,frugivore,feeding
46,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
46,2019,2019-08-15,8.15.18,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
49,2019,2019-08-15,8.15.18,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
50,2019,2019-05-01,5.1.14,spring,1,2,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
50,2019,2019-08-15,8.15.18,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
51,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
51,2019,2019-08-15,8.15.18,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
52,2019,2019-05-01,5.1.14,spring,1,2,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
52,2019,2019-08-15,8.15.18,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
53,2019,2019-08-15,8.15.18,summer,15,29,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
54,2019,2019-08-15,8.15.18,summer,15,29,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
54,2019,2019-05-01,5.1.14,spring,1,2,shrub,Icteridae,Wilson's Warbler,migrant,insectivore,feeding
55,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
55,2019,2019-08-16,8.16.7,summer,16,30,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
56,2019,2019-05-01,5.1.14,spring,1,2,cactus,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,mating behaviors
56,2019,2019-08-16,8.16.7,summer,16,30,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
57,2019,2019-08-16,8.16.7,summer,16,30,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
57,2019,2019-05-01,5.1.14,spring,1,2,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,mating behaviors
58,2019,2019-08-16,8.16.7,summer,16,30,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
59,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
59,2019,2019-08-16,8.16.7,summer,16,30,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
60,2019,2019-05-01,5.1.14,spring,1,2,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,feeding
60,2019,2019-08-16,8.16.7,summer,16,30,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
61,2019,2019-08-16,8.16.7,summer,16,30,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
62,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
62,2019,2019-08-16,8.16.7,summer,16,30,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
63,2019,2019-08-16,8.16.7,summer,16,30,cactus,Remezidae,Verdin,resident,insectivore,feeding
64,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
64,2019,2019-08-16,8.16.7,summer,16,30,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
65,2019,2019-08-16,8.16.7,summer,16,30,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,feeding
67,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
67,2019,2019-08-16,8.16.18,summer,16,31,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
68,2019,2019-08-16,8.16.18,summer,16,31,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
69,2019,2019-05-01,5.1.14,spring,1,2,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,movement
69,2019,2019-08-16,8.16.18,summer,16,31,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
70,2019,2019-08-16,8.16.18,summer,16,31,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
70,2019,2019-05-01,5.1.14,spring,1,2,open,Ptiliogonatidae,Phainopepla,resident,frugivore,mating behaviors
71,2019,2019-08-17,8.17.7,summer,17,32,cactus,Cuculidae,Greater Roadrunner,resident,insectivore,perching
71,2019,2019-05-01,5.1.14,spring,1,2,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
72,2019,2019-08-17,8.17.7,summer,17,32,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
72,2019,2019-05-01,5.1.14,spring,1,2,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
73,2019,2019-08-17,8.17.7,summer,17,32,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
73,2019,2019-05-01,5.1.14,spring,1,2,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
74,2019,2019-08-17,8.17.7,summer,17,32,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
74,2019,2019-05-01,5.1.14,spring,1,2,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
75,2019,2019-05-01,5.1.14,spring,1,2,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
75,2019,2019-08-17,8.17.7,summer,17,32,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
76,2019,2019-05-01,5.1.14,spring,1,2,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
76,2019,2019-08-17,8.17.7,summer,17,32,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
77,2019,2019-05-01,5.1.14,spring,1,2,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
78,2019,2019-08-17,8.17.7,summer,17,32,shrub,Mimidae,Crissal Thrasher,resident,omnivore,perching
78,2019,2019-05-01,5.1.16,spring,1,3,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
79,2019,2019-08-17,8.17.7,summer,17,32,open,Mimidae,Crissal Thrasher,resident,omnivore,perching
79,2019,2019-05-01,5.1.16,spring,1,3,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
80,2019,2019-05-01,5.1.16,spring,1,3,open,Troglodytidae,Rock Wren,resident,insectivore,perching
80,2019,2019-08-17,8.17.7,summer,17,32,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
81,2019,2019-05-01,5.1.16,spring,1,3,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,perching
81,2019,2019-08-17,8.17.7,summer,17,32,shrub,Laniidae,Loggerhead Shrike,resident,carnivore,perching
82,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
83,2019,2019-05-01,5.1.16,spring,1,3,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
83,2019,2019-08-17,8.17.17,summer,17,33,open,Mimidae,Crissal Thrasher,resident,omnivore,perching
85,2019,2019-05-01,5.1.16,spring,1,3,open,Fringillidae,House Finch,resident,frugivore,perching
85,2019,2019-08-17,8.17.17,summer,17,33,cactus,Remezidae,Verdin,resident,insectivore,mating behaviors
86,2019,2019-05-01,5.1.16,spring,1,3,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
87,2019,2019-05-01,5.1.16,spring,1,3,open,Troglodytidae,Rock Wren,resident,insectivore,perching
87,2019,2019-08-17,8.17.17,summer,17,33,cactus,Remezidae,Verdin,resident,insectivore,mating behaviors
88,2019,2019-08-17,8.17.17,summer,17,33,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
89,2019,2019-05-01,5.1.16,spring,1,3,open,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
89,2019,2019-08-17,8.17.17,summer,17,33,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
90,2019,2019-05-01,5.1.16,spring,1,3,open,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
90,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
91,2019,2019-05-01,5.1.16,spring,1,3,cactus,Mimidae,Northern Mockingbird,resident,omnivore,mating behaviors
91,2019,2019-08-17,8.17.17,summer,17,33,shrub,Remezidae,Verdin,resident,insectivore,mating behaviors
92,2019,2019-05-01,5.1.16,spring,1,3,cactus,Mimidae,Northern Mockingbird,resident,omnivore,movement
92,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
93,2019,2019-05-01,5.1.16,spring,1,3,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
93,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
94,2019,2019-05-01,5.1.16,spring,1,3,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
94,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
95,2019,2019-05-01,5.1.16,spring,1,3,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
95,2019,2019-08-17,8.17.17,summer,17,33,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
96,2019,2019-08-17,8.17.17,summer,17,33,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
97,2019,2019-08-17,8.17.17,summer,17,33,cactus,Remezidae,Verdin,resident,insectivore,mating behaviors
98,2019,2019-05-01,5.1.16,spring,1,3,open,Tyrannidae,Say's Phoebe,resident,insectivore,movement
99,2019,2019-05-01,5.1.16,spring,1,3,cactus,Mimidae,Northern Mockingbird,resident,omnivore,perching
101,2019,2019-05-01,5.1.16,spring,1,3,shrub,Mimidae,Northern Mockingbird,resident,omnivore,movement
102,2019,2019-05-01,5.1.16,spring,1,3,open,Troglodytidae,Rock Wren,resident,insectivore,perching
103,2019,2019-08-18,8.18.6,summer,18,34,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
104,2019,2019-05-01,5.1.16,spring,1,3,open,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
104,2019,2019-08-18,8.18.6,summer,18,34,shrub,Troglodytidae,Bewick's Wren,resident,insectivore,movement
105,2019,2019-05-01,5.1.16,spring,1,3,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
105,2019,2019-08-18,8.18.6,summer,18,34,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
107,2019,2019-05-01,5.1.16,spring,1,3,cactus,Fringillidae,House Finch,resident,frugivore,mating behaviors
108,2019,2019-05-01,5.1.16,spring,1,3,cactus,Fringillidae,House Finch,resident,frugivore,mating behaviors
109,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
110,2019,2019-05-02,5.2.6,spring,2,4,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,movement
111,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
112,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
113,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,perching
113,2019,2019-08-18,8.18.6,summer,18,34,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
114,2019,2019-08-18,8.18.6,summer,18,34,cactus,Troglodytidae,Cactus Wren,resident,omnivore,movement
115,2019,2019-05-02,5.2.6,spring,2,4,open,Columbidae,Mourning Dove,resident,granivore,perching
117,2019,2019-05-02,5.2.6,spring,2,4,cactus,Mimidae,Northern Mockingbird,resident,omnivore,mating behaviors
118,2019,2019-05-02,5.2.6,spring,2,4,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
119,2019,2019-05-02,5.2.6,spring,2,4,open,Columbidae,Mourning Dove,resident,granivore,perching
119,2019,2019-08-18,8.18.6,summer,18,34,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
120,2019,2019-08-18,8.18.6,summer,18,34,cactus,Mimidae,Crissal Thrasher,resident,omnivore,mating behaviors
121,2019,2019-08-18,8.18.18,summer,18,35,shrub,Troglodytidae,Bewick's Wren,resident,insectivore,movement
122,2019,2019-05-02,5.2.6,spring,2,4,shrub,Fringillidae,House finch,resident,frugivore,perching
124,2019,2019-05-02,5.2.6,spring,2,4,cactus,Ptiliogonatidae,Phainopepla,resident,frugivore,feeding
125,2019,2019-05-02,5.2.6,spring,2,4,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
125,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
126,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
126,2019,2019-05-02,5.2.6,spring,2,4,shrub,Passerellidae,Green.tailed Towhee,migrant,omnivore,perching
127,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
127,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
128,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
128,2019,2019-05-02,5.2.6,spring,2,4,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
129,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
129,2019,2019-05-02,5.2.6,spring,2,4,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
130,2019,2019-08-18,8.18.18,summer,18,35,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
130,2019,2019-05-02,5.2.6,spring,2,4,cactus,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
134,2019,2019-05-02,5.2.6,spring,2,4,open,Mimidae,Crissal Thrasher,resident,omnivore,perching
135,2019,2019-05-02,5.2.6,spring,2,4,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
136,2019,2019-08-19,8.19.6,summer,19,36,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
