rep,year,date,mdy,season,day,survey,microhabitat,family,species,migratory_class,guild,behavior_simple
564,2019,2019-05-06,5.6.8,spring,6,16,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
566,2019,2019-05-06,5.6.8,spring,6,16,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,perching
567,2019,2019-05-06,5.6.8,spring,6,16,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
568,2019,2019-05-06,5.6.8,spring,6,16,open,Troglodytidae,Rock Wren,resident,insectivore,movement
569,2019,2019-05-06,5.6.8,spring,6,16,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,movement
570,2019,2019-05-06,5.6.8,spring,6,16,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
571,2019,2019-05-06,5.6.8,spring,6,16,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
572,2019,2019-05-06,5.6.8,spring,6,16,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
573,2019,2019-05-06,5.6.8,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
574,2019,2019-05-06,5.6.8,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
575,2019,2019-05-06,5.6.8,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
576,2019,2019-05-06,5.6.8,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
577,2019,2019-05-06,5.6.8,spring,6,16,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
578,2019,2019-05-06,5.6.8,spring,6,16,open,Odontiphoridae,Gambel's Quail,resident,herbivore,movement
579,2019,2019-05-06,5.6.8,spring,6,16,open,Odontiphoridae,Gambel's Quail,resident,herbivore,movement
580,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
581,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
582,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
583,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
584,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
585,2019,2019-05-06,5.6.8,spring,6,16,shrub,Remezidae,Verdin,resident,insectivore,movement
586,2019,2019-05-06,5.6.8,spring,6,16,open,Mimidae,Northern Mockingbird,resident,omnivore,movement
592,2019,2019-05-06,5.6.16,spring,6,17,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
593,2019,2019-05-06,5.6.16,spring,6,17,cactus,Parulidae,Wilson's Warbler,migrant,insectivore,feeding
593.5,2019,2019-05-06,5.6.16,spring,6,17,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
594,2019,2019-05-06,5.6.16,spring,6,17,open,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
596,2019,2019-05-06,5.6.16,spring,6,17,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,mating behaviors
597,2019,2019-05-06,5.6.16,spring,6,17,open,Columbidae,Mourning Dove,resident,granivore,movement
598,2019,2019-05-06,5.6.16,spring,6,17,open,Columbidae,Mourning Dove,resident,granivore,movement
599,2019,2019-05-06,5.6.16,spring,6,17,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,movement
600,2019,2019-05-06,5.6.16,spring,6,17,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
601,2019,2019-05-06,5.6.16,spring,6,17,cactus,Mimidae,Northern Mockingbird,resident,omnivore,perching
603,2019,2019-05-06,5.6.16,spring,6,17,shrub,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,feeding
604,2019,2019-05-06,5.6.16,spring,6,17,open,Troglodytidae,Rock Wren,resident,insectivore,movement
605,2019,2019-05-06,5.6.16,spring,6,17,open,Mimidae,Northern Mockingbird,resident,omnivore,movement
606,2019,2019-05-06,5.6.16,spring,6,17,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
608,2019,2019-05-06,5.6.16,spring,6,17,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
609,2019,2019-05-06,5.6.16,spring,6,17,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
610,2019,2019-05-06,5.6.16,spring,6,17,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,movement
611,2019,2019-05-06,5.6.16,spring,6,17,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
614,2019,2019-05-06,5.6.16,spring,6,17,cactus,Tyrannidae,Say's Phoebe,resident,insectivore,perching
615,2019,2019-05-06,5.6.16,spring,6,17,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,mating behaviors
616,2019,2019-05-06,5.6.16,spring,6,17,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,perching
618,2019,2019-05-07,5.7.8,spring,7,18,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
619,2019,2019-05-07,5.7.8,spring,7,18,open,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
621,2019,2019-05-07,5.7.8,spring,7,18,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
623,2019,2019-05-07,5.7.8,spring,7,18,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,perching
626,2019,2019-05-07,5.7.8,spring,7,18,shrub,Parulidae,Townsend's Warbler,migrant,insectivore,feeding
627,2019,2019-05-07,5.7.8,spring,7,18,shrub,Vireonidae,Warbling Vireo,migrant,insectivore,feeding
628,2019,2019-05-07,5.7.8,spring,7,18,shrub,Parulidae,Townsend's Warbler,migrant,insectivore,feeding
629,2019,2019-05-07,5.7.8,spring,7,18,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
630,2019,2019-05-07,5.7.8,spring,7,18,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
632,2019,2019-05-07,5.7.8,spring,7,18,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
633,2019,2019-05-07,5.7.8,spring,7,18,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,feeding
635,2019,2019-05-07,5.7.8,spring,7,18,shrub,Parulidae,Townsend's Warbler,migrant,insectivore,feeding
636,2019,2019-05-07,5.7.8,spring,7,18,shrub,Tyrannidae,Pacific.slope Flycatcher,migrant,insectivore,perching
637,2019,2019-05-07,5.7.8,spring,7,18,open,Columbidae,Mourning Dove,resident,granivore,movement
638,2019,2019-05-07,5.7.8,spring,7,18,open,Columbidae,Mourning Dove,resident,granivore,movement
643,2019,2019-05-07,5.7.8,spring,7,18,shrub,Tyrannidae,Gray Flycatcher,migrant,insectivore,perching
652,2019,2019-05-07,5.7.10,spring,7,19,cactus,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
654,2019,2019-05-07,5.7.10,spring,7,19,cactus,Troglodytidae,Cactus Wren,resident,omnivore,mating behaviors
657,2019,2019-05-07,5.7.10,spring,7,19,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
658,2019,2019-05-07,5.7.10,spring,7,19,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
659,2019,2019-05-07,5.7.10,spring,7,19,open,Mimidae,Northern Mockingbird,resident,omnivore,movement
660,2019,2019-05-07,5.7.10,spring,7,19,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
661,2019,2019-05-07,5.7.10,spring,7,19,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
662,2019,2019-05-07,5.7.10,spring,7,19,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
663,2019,2019-05-07,5.7.10,spring,7,19,open,Troglodytidae,Rock Wren,resident,insectivore,movement
669,2019,2019-05-07,5.7.10,spring,7,19,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
670,2019,2019-05-07,5.7.10,spring,7,19,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
672,2019,2019-05-07,5.7.10,spring,7,19,shrub,Parulidae,Wilson's Warbler,migrant,insectivore,movement
676,2019,2019-05-07,5.7.12,spring,7,20,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
677,2019,2019-05-07,5.7.12,spring,7,20,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
679,2019,2019-05-07,5.7.12,spring,7,20,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
682,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
683,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
684,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
685,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
686,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
687,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
688,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
689,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
690,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
691,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
692,2019,2019-05-07,5.7.12,spring,7,20,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
693,2019,2019-05-07,5.7.12,spring,7,20,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
694,2019,2019-05-07,5.7.12,spring,7,20,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
698,2019,2019-05-07,5.7.12,spring,7,20,open,Odontiphoridae,Gambel's Quail,resident,herbivore,movement
700,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
702,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
703,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
704,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
705,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
706,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
707,2019,2019-05-07,5.7.12,spring,7,20,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
710,2019,2019-05-07,5.7.12,spring,7,20,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,movement
711,2019,2019-05-07,5.7.12,spring,7,20,shrub,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,perching
713,2019,2019-05-07,5.7.12,spring,7,20,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
714,2019,2019-05-07,5.7.12,spring,7,20,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
716,2019,2019-05-07,5.7.12,spring,7,20,open,Ptiliogonatidae,Phainopepla,resident,frugivore,movement
719,2019,2019-05-08,5.8.9,spring,8,21,shrub,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,mating behaviors
721,2019,2019-05-08,5.8.9,spring,8,21,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
724,2019,2019-05-08,5.8.9,spring,8,21,shrub,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,perching
726,2019,2019-05-08,5.8.9,spring,8,21,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
727,2019,2019-05-08,5.8.9,spring,8,21,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
728,2019,2019-05-08,5.8.9,spring,8,21,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
729,2019,2019-05-08,5.8.9,spring,8,21,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
730,2019,2019-05-08,5.8.9,spring,8,21,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
731,2019,2019-05-08,5.8.9,spring,8,21,open,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,mating behaviors
733,2019,2019-05-08,5.8.9,spring,8,21,cactus,Mimidae,Northern Mockingbird,resident,omnivore,perching
735,2019,2019-05-08,5.8.9,spring,8,21,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
736,2019,2019-05-08,5.8.9,spring,8,21,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
737,2019,2019-05-08,5.8.9,spring,8,21,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
738,2019,2019-05-08,5.8.9,spring,8,21,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,feeding
739,2019,2019-05-08,5.8.9,spring,8,21,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,feeding
740,2019,2019-05-08,5.8.9,spring,8,21,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,feeding
741,2019,2019-05-08,5.8.9,spring,8,21,shrub,Parulidae,MacGillivray's Warbler,migrant,insectivore,feeding
742,2019,2019-05-08,5.8.9,spring,8,21,open,Mimidae,Northern Mockingbird,resident,omnivore,feeding
743,2019,2019-05-08,5.8.9,spring,8,21,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,feeding
746,2019,2019-05-08,5.8.9,spring,8,21,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
747,2019,2019-05-08,5.8.9,spring,8,21,open,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
749,2019,2019-05-08,5.8.11,spring,8,22,open,Icteridae,Hooded Oriole,summer resident,omnivore,movement
751,2019,2019-05-08,5.8.11,spring,8,22,shrub,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
752,2019,2019-05-08,5.8.11,spring,8,22,shrub,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,mating behaviors
753,2019,2019-05-08,5.8.11,spring,8,22,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
754,2019,2019-05-08,5.8.11,spring,8,22,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
755,2019,2019-05-08,5.8.11,spring,8,22,shrub,Remezidae,Verdin,resident,insectivore,cleaning
756,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
757,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
758,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
759,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
761,2019,2019-05-08,5.8.11,spring,8,22,shrub,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,feeding
762,2019,2019-05-08,5.8.11,spring,8,22,cactus,Mimidae,Northern Mockingbird,resident,omnivore,mating behaviors
763,2019,2019-05-08,5.8.11,spring,8,22,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,cleaning
764,2019,2019-05-08,5.8.11,spring,8,22,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
765,2019,2019-05-08,5.8.11,spring,8,22,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
766,2019,2019-05-08,5.8.11,spring,8,22,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
767,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
768,2019,2019-05-08,5.8.11,spring,8,22,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors
769,2019,2019-05-08,5.8.11,spring,8,22,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,movement
770,2019,2019-05-08,5.8.11,spring,8,22,open,Odontiphoridae,Gambel's Quail,resident,herbivore,movement
772,2019,2019-05-08,5.8.11,spring,8,22,shrub,Picidae,Nuttall's/Ladderback Woodpecker Hybrid,resident,frugivore,mating behaviors
773,2019,2019-05-08,5.8.11,spring,8,22,open,Troglodytidae,Rock Wren,resident,insectivore,feeding
775,2019,2019-05-09,5.9.12,spring,9,23,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,movement
775.2,2019,2019-05-09,5.9.12,spring,9,23,open,Troglodytidae,Rock Wren,resident,insectivore,mating behaviors
776,2019,2019-05-09,5.9.12,spring,9,23,cactus,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,feeding
784,2019,2019-05-09,5.9.12,spring,9,23,open,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,mating behaviors
791,2019,2019-05-09,5.9.12,spring,9,23,shrub,Tyrannidae,Say's Phoebe,resident,insectivore,perching
792,2019,2019-05-09,5.9.12,spring,9,23,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
795,2019,2019-05-09,5.9.14,spring,9,24,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
796,2019,2019-05-09,5.9.14,spring,9,24,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
806,2019,2019-05-09,5.9.14,spring,9,24,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
807,2019,2019-05-09,5.9.14,spring,9,24,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
808,2019,2019-05-09,5.9.14,spring,9,24,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
809,2019,2019-05-09,5.9.14,spring,9,24,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
810,2019,2019-05-09,5.9.14,spring,9,24,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,cleaning
811,2019,2019-05-09,5.9.14,spring,9,24,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,cleaning
816,2019,2019-05-09,5.9.14,spring,9,24,shrub,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,perching
819,2019,2019-05-09,5.9.14,spring,9,24,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
820,2019,2019-05-09,5.9.14,spring,9,24,open,Apodidae,White.throated Swift,resident,insectivore,mating behaviors
821,2019,2019-05-10,5.10.12,spring,10,25,open,Hirundinidae,Violet.green Swallow,summer resident,insectivore,mating behaviors
826,2019,2019-05-10,5.10.12,spring,10,25,shrub,Ptiliogonatidae,Phainopepla,resident,frugivore,perching
828,2019,2019-05-10,5.10.12,spring,10,25,cactus,Mimidae,Northern Mockingbird,resident,omnivore,mating behaviors
832,2019,2019-05-10,5.10.12,spring,10,25,shrub,Tyrannidae,Say's Phoebe,resident,insectivore,perching
833,2019,2019-05-10,5.10.12,spring,10,25,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,perching
835,2019,2019-05-10,5.10.12,spring,10,25,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,feeding
836,2019,2019-05-10,5.10.12,spring,10,25,cactus,Passerellidae,Black.throated Sparrow,resident,granivore,feeding
837,2019,2019-05-10,5.10.12,spring,10,25,open,Columbidae,Mourning Dove,resident,granivore,perching
841,2019,2019-05-10,5.10.12,spring,10,25,cactus,Tyrannidae,Western Wood.Pewee,migrant,insectivore,movement
842,2019,2019-05-10,5.10.12,spring,10,25,open,Tyrannidae,Western Wood.Pewee,migrant,insectivore,movement
843,2019,2019-05-10,5.10.12,spring,10,25,open,Tyrannidae,Western Wood.Pewee,migrant,insectivore,movement
847,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,feeding
848,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,feeding
849,2019,2019-05-10,5.10.14,spring,10,26,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
850,2019,2019-05-10,5.10.14,spring,10,26,open,Mimidae,Northern Mockingbird,resident,omnivore,movement
851,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
852,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,mating behaviors
853,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
854,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
855,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
856,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
857,2019,2019-05-10,5.10.14,spring,10,26,shrub,Passerellidae,Black.throated Sparrow,resident,granivore,movement
861,2019,2019-05-10,5.10.14,spring,10,26,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
862,2019,2019-05-10,5.10.14,spring,10,26,open,Passerellidae,Black.throated Sparrow,resident,granivore,perching
863,2019,2019-05-10,5.10.14,spring,10,26,shrub,Parulidae,Nashville Warbler,migrant,insectivore,mating behaviors
867,2019,2019-05-10,5.10.14,spring,10,26,open,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,movement
869,2019,2019-05-10,5.10.14,spring,10,26,open,Passerellidae,Black.throated Sparrow,resident,granivore,movement
871,2019,2019-05-10,5.10.14,spring,10,26,shrub,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,mating behaviors